controllerToClosetCandies,


20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
2.941126
,
2.939776
,
2.93744
,
2.934142
,
2.930021
,
2.924789
,
2.918738
,
2.911638
,
2.903672
,
2.894967
,
2.885313
,
2.874909
,
2.863402
,
2.851194
,
2.838174
,
2.824057
,
2.80902
,
2.793153
,
2.776335
,
2.758845
,
2.740229
,
2.720935
,
2.700885
,
2.680156
,
2.65856
,
2.636265
,
2.61334
,
2.589582
,
2.565105
,
2.540136
,
2.514378
,
2.487933
,
2.461048
,
2.433723
,
2.406019
,
2.377665
,
2.349203
,
2.320329
,
2.291538
,
2.262541
,
2.23343
,
2.204054
,
2.174922
,
2.145918
,
2.117158
,
2.088883
,
2.061099
,
2.034296
,
2.007835
,
1.982464
,
1.957861
,
1.93433
,
1.911879
,
1.890905
,
1.871518
,
1.85381
,
1.838306
,
1.824682
,
1.813357
,
1.804747
,
1.798848
,
1.79606
,
1.796365
,
1.799956
,
1.806902
,
1.817266
,
1.831119
,
1.84871
,
1.870043
,
1.841459
,
1.823909
,
1.807421
,
1.792358
,
1.778181
,
1.764768
,
1.75156
,
1.739026
,
1.727358
,
1.716333
,
1.706204
,
1.697926
,
1.695492
,
1.695051
,
1.695081
,
1.695801
,
1.69659
,
1.698045
,
1.700104
,
1.70229
,
1.704043
,
1.704795
,
1.704812
,
1.704855
,
1.704861
,
1.705051
,
1.705168
,
1.705429
,
1.705509
,
1.705772
,
1.706322
,
1.707232
,
1.708537
,
1.709965
,
1.711353
,
1.713115
,
1.71519
,
1.717285
,
1.719974
,
1.721957
,
1.722237
,
1.722374
,
1.722571
,
1.722938
,
1.722718
,
1.723441
,
1.723518
,
1.723905
,
1.724352
,
1.724733
,
1.725136
,
1.725497
,
1.725903
,
1.72629
,
1.726897
,
1.727271
,
1.727448
,
1.727841
,
1.727872
,
1.728052
,
1.728225
,
1.728317
,
1.728374
,
1.728445
,
1.728712
,
1.728797
,
1.72915
,
1.729294
,
1.729339
,
1.729332
,
1.729683
,
1.729997
,
1.729937
,
1.730417
,
1.730632
,
1.731021
,
1.731072
,
1.731498
,
1.732213
,
1.732896
,
1.733506
,
1.733856
,
1.734548
,
1.735035
,
1.735658
,
1.736067
,
1.736563
,
1.737271
