controllerToClosetCandies,


20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
4.853377
,
4.852695
,
4.851578
,
4.849892
,
4.847632
,
4.844864
,
4.841358
,
4.837393
,
4.832997
,
4.828066
,
4.822573
,
4.816738
,
4.810246
,
4.803453
,
4.79602
,
4.788005
,
4.779606
,
4.770662
,
4.761427
,
4.751637
,
4.741476
,
4.731069
,
4.720171
,
4.70878
,
4.697183
,
4.685323
,
4.673243
,
4.660732
,
4.648015
,
4.635016
,
4.621708
,
4.608206
,
4.594568
,
4.580834
,
4.567059
,
4.553237
,
4.539282
,
4.525395
,
4.51174
,
4.497972
,
4.484354
,
4.471098
,
4.457603
,
4.444725
,
4.432025
,
4.419683
,
4.407715
,
4.396093
,
4.374658
,
4.364763
,
4.35563
,
4.347157
,
4.339377
,
4.332392
,
4.326218
,
4.321042
,
4.316795
,
4.313614
,
4.311374
,
4.31061
,
4.311057
,
4.312907
,
4.315946
,
4.320407
,
4.326389
,
4.33402
,
4.343056
,
4.353773
,
4.366231
,
4.362843
,
4.359439
,
4.355399
,
4.350821
,
4.346175
,
4.341309
,
4.336535
,
4.331594
,
4.326754
,
4.322016
,
4.317565
,
4.314113
,
4.311449
,
4.30888
,
4.30655
,
4.304317
,
4.30223
,
4.300398
,
4.298573
,
4.296851
,
4.295126
,
4.293541
,
4.292035
,
4.290611
,
4.289196
,
4.287638
,
4.286257
,
4.284832
,
4.283444
,
4.281991
,
4.28067
,
4.27923
,
4.277615
,
4.275902
,
4.27408
,
4.272144
,
4.270099
,
4.265679
,
4.265658
,
4.263239
,
4.260645
,
4.25783
,
4.254869
,
4.251737
,
4.248362
,
4.244879
,
4.241251
,
4.237608
,
4.233906
,
4.230156
,
4.226567
,
4.223216
,
4.221331
,
4.221275
,
4.221494
,
4.221695
,
4.221695
,
4.221728
,
4.22171
,
4.221739
,
4.221792
,
4.221643
,
4.221605
,
4.221603
,
4.221577
,
4.221388
,
4.221361
,
4.221316
,
4.221379
,
4.221377
,
4.221447
,
4.221476
,
4.221468
,
4.221517
,
4.221494
,
4.221478
,
4.221615
,
4.221766
,
4.221786
,
4.22166
,
4.22161
,
4.221636
,
4.22177
,
4.221795
,
4.221846
