controllerToClosetCandies,


20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
20
,
2.52957
,
2.528723
,
2.526624
,
2.523515
,
2.519232
,
2.513954
,
2.507319
,
2.499635
,
2.490509
,
2.480438
,
2.469308
,
2.457366
,
2.444111
,
2.429726
,
2.414214
,
2.397677
,
2.380171
,
2.361489
,
2.341805
,
2.32102
,
2.299461
,
2.276674
,
2.252809
,
2.22824
,
2.202378
,
2.175535
,
2.147383
,
2.118559
,
2.088707
,
2.058185
,
2.02653
,
1.993986
,
1.960534
,
1.926421
,
1.891551
,
1.856124
,
1.819883
,
1.744807
,
1.745816
,
1.707846
,
1.669688
,
1.630649
,
1.591717
,
1.512088
,
1.47283
,
1.474293
,
1.395194
,
1.357175
,
1.319735
,
1.283152
,
1.248176
,
1.214216
,
1.182305
,
1.152652
,
1.125359
,
1.101125
,
1.079964
,
1.063504
,
1.050937
,
1.043281
,
1.04062
,
1.043954
,
1.052838
,
1.06775
,
1.088478
,
1.115108
,
1.1485
,
1.186629
,
1.229859
,
1.281236
,
1.322288
,
1.353008
,
1.374975
,
1.398489
,
1.423693
,
1.450065
,
1.476766
,
1.505096
,
1.534876
,
1.565984
,
1.597725
,
1.629795
,
1.663154
,
1.697462
,
1.732298
,
1.768323
,
1.805724
,
1.843476
,
1.882752
,
1.923004
,
1.964654
,
2.006977
,
2.050603
,
2.095554
,
2.1414
,
2.188397
,
2.235985
,
2.284747
,
2.334844
,
2.385921
,
2.437868
,
2.490953
,
2.545047
,
2.600464
,
2.657516
,
2.714757
,
2.773881
,
2.83361
,
2.894932
,
2.957558
,
3.020899
,
3.085942
,
3.152032
,
3.219742
,
3.287972
,
3.357962
,
3.429209
,
3.501355
,
3.575146
,
3.650228
,
3.726714
,
3.804201
,
3.883193
,
3.963422
,
4.044974
,
4.127896
,
4.212138
,
4.297666
,
4.38457
,
4.47294
,
4.562897
,
4.654023
,
4.74678
,
4.840609
,
4.935579
,
5.032135
,
5.130337
,
5.229931
,
5.331
,
5.433469
,
5.644561
,
5.643688
,
5.751002
,
5.859723
,
5.969718
,
6.081098
,
6.308254
,
6.308344
,
6.541377
,
6.659859
,
6.659891
,
6.900527
,
7.022751
,
7.146277
,
7.271006
,
