0.03514535,0.6087349,-3.876983,2.05678,0,0,0,0,
0.03514535,0.6087349,-3.876983,2.05678,0,0,0,0,
0.03995214,0.6090627,-3.876983,2.05678,0,0,0,0,
0.2372177,0.5602279,-3.876983,2.05678,0,0,0,0,
0.2231744,0.556987,-3.876983,2.05678,0,0,0,0,
0.2224379,0.5566762,-3.876983,2.05678,0,0,0,0,
0.2222427,0.55641,-3.876983,2.05678,0,0,0,0,
0.2221411,0.5561779,-3.876983,2.05678,0,0,0,0,
0.221799,0.5552008,-3.876983,2.05678,0,0,0,0,
0.2222077,0.5551831,-3.876983,2.05678,0,0,0,0,
0.2224465,0.5549192,-3.876983,2.05678,0,0,0,0,
0.2226379,0.5546451,-3.876983,2.05678,0,0,0,0,
0.2231335,0.5546305,-3.876983,2.05678,0,0,0,0,
0.2234528,0.5546331,-3.876983,2.05678,0,0,0,0,
0.2239391,0.5544737,-3.876983,2.05678,0,0,0,0,
0.2245374,0.5543337,-3.876983,2.05678,0,0,0,0,
0.2252221,0.5541511,-3.876983,2.05678,0,0,0,0,
0.2259706,0.5539865,-3.876983,2.05678,0,0,0,0,
0.2267478,0.5537236,-3.876983,2.05678,0,0,0,0,
0.2274799,0.5536435,-3.876983,2.05678,0,0,0,0,
0.2282549,0.5533224,-3.876983,2.05678,0,0,0,0,
0.2290716,0.553017,-3.876983,2.05678,0,0,0,0,
0.2301358,0.5526964,-3.876983,2.05678,0,0,0,0,
0.2311151,0.5524491,-3.876983,2.05678,0,0,0,0,
0.2319418,0.5520791,-3.876983,2.05678,0,0,0,0,
0.2328683,0.5518699,-3.876983,2.05678,0,0,0,0,
0.2337908,0.5516089,-3.876983,2.05678,0,0,0,0,
0.2345887,0.5512922,-3.876983,2.05678,0,0,0,0,
0.2351469,0.5513449,-3.876983,2.05678,0,0,0,0,
0.2359475,0.5511902,-3.876983,2.05678,0,0,0,0,
0.2365553,0.5509753,-3.876983,2.05678,0,0,0,0,
0.2370794,0.5509679,-3.876983,2.05678,0,0,0,0,
0.2375751,0.5508872,-3.876983,2.05678,0,0,0,0,
0.2377373,0.550688,-3.876983,2.05678,0,0,0,0,
0.2382377,0.5505275,-3.876983,2.05678,0,0,0,0,
0.2384259,0.5506158,-3.876983,2.05678,0,0,0,0,
0.2384815,0.5508524,-3.876983,2.05678,0,0,0,0,
0.2384832,0.5511364,-3.876983,2.05678,0,0,0,0,
0.2383828,0.5516551,-3.876983,2.05678,0,0,0,0,
0.238126,0.5523371,-3.876983,2.05678,0,0,0,0,
0.2378171,0.5531013,-3.876983,2.05678,0,0,0,0,
