user x,user y,table x,table y,chair x,chair y,audience x,audience y,


-2.062179,1.670292,-3.876983,2.05678,0,0,0,0,
-2.062179,1.670292,-3.876983,2.05678,0,0,0,0,
-2.06193,1.670453,-3.876983,2.05678,0,0,0,0,
-2.072392,1.697066,-3.876983,2.05678,0,0,0,0,
-2.07068,1.696372,-3.876983,2.05678,0,0,0,0,
-2.070184,1.696254,-3.876983,2.05678,0,0,0,0,
-2.070094,1.696134,-3.876983,2.05678,0,0,0,0,
-2.06977,1.696182,-3.876983,2.05678,0,0,0,0,
-2.069652,1.696273,-3.876983,2.05678,0,0,0,0,
-2.069736,1.696179,-3.876983,2.05678,0,0,0,0,
-2.069513,1.6962,-3.876983,2.05678,0,0,0,0,
-2.068387,1.69626,-3.876983,2.05678,0,0,0,0,
-2.068182,1.696214,-3.876983,2.05678,0,0,0,0,
-2.068218,1.6962,-3.876983,2.05678,0,0,0,0,
-2.068173,1.69627,-3.876983,2.05678,0,0,0,0,
-2.068126,1.696301,-3.876983,2.05678,0,0,0,0,
-2.068129,1.696375,-3.876983,2.05678,0,0,0,0,
-2.068117,1.696429,-3.876983,2.05678,0,0,0,0,
-2.068068,1.696587,-3.876983,2.05678,0,0,0,0,
-2.068037,1.696597,-3.876983,2.05678,0,0,0,0,
-2.067999,1.696719,-3.876983,2.05678,0,0,0,0,
-2.068069,1.69681,-3.876983,2.05678,0,0,0,0,
-2.068141,1.69687,-3.876983,2.05678,0,0,0,0,
-2.068091,1.696982,-3.876983,2.05678,0,0,0,0,
-2.068032,1.697012,-3.876983,2.05678,0,0,0,0,
-2.067982,1.697026,-3.876983,2.05678,0,0,0,0,
-2.067911,1.697135,-3.876983,2.05678,0,0,0,0,
-2.067766,1.69717,-3.876983,2.05678,0,0,0,0,
-2.067739,1.697271,-3.876983,2.05678,0,0,0,0,
-2.067558,1.697497,-3.876983,2.05678,0,0,0,0,
-2.067602,1.697606,-3.876983,2.05678,0,0,0,0,
-2.067441,1.697643,-3.876983,2.05678,0,0,0,0,
-2.067384,1.697579,-3.876983,2.05678,0,0,0,0,
-2.06718,1.697547,-3.876983,2.05678,0,0,0,0,
-2.067053,1.697601,-3.876983,2.05678,0,0,0,0,
-2.066986,1.697573,-3.876983,2.05678,0,0,0,0,
-2.066902,1.697553,-3.876983,2.05678,0,0,0,0,
-2.066875,1.69755,-3.876983,2.05678,0,0,0,0,
-2.066723,1.697651,-3.876983,2.05678,0,0,0,0,
-2.066688,1.697649,-3.876983,2.05678,0,0,0,0,
-2.066638,1.69766,-3.876983,2.05678,0,0,0,0,
-2.066617,1.697506,-3.876983,2.05678,0,0,0,0,
-2.066808,1.697457,-3.876983,2.05678,0,0,0,0,
-2.066797,1.697348,-3.876983,2.05678,0,0,0,0,
-2.066731,1.69726,-3.876983,2.05678,0,0,0,0,
-2.066596,1.69723,-3.876983,2.05678,0,0,0,0,
-2.066322,1.69721,-3.876983,2.05678,0,0,0,0,
-2.066128,1.697286,-3.876983,2.05678,0,0,0,0,
-2.066074,1.697286,-3.876983,2.05678,0,0,0,0,
-2.06593,1.69736,-3.876983,2.05678,0,0,0,0,
