controllerToClosetCandies,
,0.6014928
,0.6043488
,0.6080585
,0.6119646
,0.6149792
,0.6186198
,0.6223325
,0.6255603
,0.6294037
,0.6332448
,0.6370753
,0.6409906
,0.6453175
,0.6498565
,0.6542011
,0.6591046
,0.6646178
,0.6699387
,0.6756042
,0.6817836
,0.6874712
,0.6934203
,0.6991318
,0.7051924
,0.7111186
,0.7173522
,0.7229605
,0.7287651
,0.7340963
,0.7393987
,0.7449814
,0.7507902
,0.7559491
,0.76156
,0.7669147
,0.7712191
,0.7755914
,0.7803396
,0.7832702
,0.7870252
,0.791126
,0.7945546
,0.7982043
,0.8020048
,0.8057226
,0.8095309
,0.8136087
,0.8172472
,0.8213664
,0.8254902
,0.8297766
,0.8339447
,0.838024
,0.841727
,0.8451864
,0.8485812
,0.8514407
,0.8541517
,0.8562405
,0.8578562
,0.8591417
,0.8601556
,0.8607503
,0.8615064
,0.8625745
,0.8631922
,0.8636768
,0.8647375
,0.866034
,0.8674465
,0.8694063
,0.8716375
,0.8748989
,0.8785285
,0.8834174
,0.8886244
,0.8948299
,0.9011628
,0.9093794
,0.9164501
,0.926542
,0.9363309
,0.9462245
,0.9573791
,0.968381
,0.9816273
,0.9938278
,1.007407
,1.021386
,1.035702
,1.05049
,1.064459
,1.080224
,1.095601
,1.110552
,1.125909
,1.140699
,1.154997
,1.169487
,1.182426
,1.195625
,1.208021
,1.220174
,1.232224
,1.242934
,1.254086
,1.263413
,1.273693
,1.283162
,1.292685
,1.300887
,1.30988
,1.317987
,1.325318
,1.333214
,1.340973
,1.347397
,1.354602
,1.361371
,1.367183
,1.373422
,1.379218
,1.384636
,1.390198
,1.395112
,1.399028
,1.403532
,1.407802
,1.412194
,1.416201
,1.420166
,1.423201
,1.426934
,1.430068
,1.432378
,1.435888
,1.438729
,1.441452
,1.444459
,1.44704
,1.449557
,1.452237
,1.454891
,1.457068
,1.459684
,1.462184
,1.464453
,1.466733
,1.469015
,1.471761
,1.474219
,1.476546
,1.479049
,1.481619
,1.483578
,1.486203
,1.488072
,1.490205
,1.49241
,1.494741
,1.490034
,1.492314
,1.494896
,1.497527
,1.500116
,1.502686
,1.505528
,1.508489
,1.511641
,1.515594
,1.51942
,1.524026
,1.52934
,1.534977
,1.541417
,1.548335
,1.556329
,1.56505
,1.573046
,1.583397
,1.593612
,1.603661
,1.614798
,1.625801
,1.637946
,1.643345
,1.644193
,1.645223
,1.646279
,1.648011
,1.649878
,1.652
,1.638273
,1.640493
,1.633898
,1.638104
,1.639944
,1.645177
,1.647915
,1.652187
,1.656477
,1.661846
,1.665155
,1.66925
,1.674131
,1.678107
,1.68251
,1.687657
,1.692609
,1.697624
,1.703197
,1.709242
,1.715287
,1.72004
,1.726197
,1.732457
,1.738076
,1.744517
,1.749635
,1.753155
,1.757207
,1.760235
,1.763007
,1.766291
,1.768838
,1.771601
,1.774622
,1.778198
,1.781405
,1.784887
,1.788219
,1.791706
,1.794924
,1.797877
,1.80043
,1.802748
,1.804517
,1.805232
,1.805996
,1.806882
,1.807268
,1.807853
,1.808086
,1.80846
,1.808997
,1.809469
,1.810078
,1.81058
,1.8109
,1.811574
,1.812412
,1.813251
,1.81404
,1.814762
,1.815207
,1.815654
,1.816088
,1.816352
,1.816574
,1.816521
,1.816354
,1.815609
,1.815176
,1.814792
,1.814605
,1.814193
,1.813791
,1.813531
,1.813314
,1.812802
,1.81233
,1.811724
,1.811178
,1.810778
,1.810261
,1.809736
,1.809587
,1.809305
,1.808921
,1.808628
,1.808409
,1.8082
,1.808068
,1.808144
,1.807909
,1.807769
,1.82179
,1.822274
,1.82295
,1.815697
,1.816691
,1.815593
,1.816146
,1.817163
,1.817193
,1.817648
,1.818573
,1.819045
,1.820075
,1.821005
,1.821886
,1.82337
,1.824372
,1.824922
,1.825969
,1.827178
,1.827556
,1.828193
,1.828664
,1.828468
,1.828711
,1.828418
,1.828137
,1.827923
,1.827905
,1.827349
,1.827071
,1.826869
,1.826482
,1.826206
,1.825857
,1.825395
,1.825046
,1.824997
,1.824779
,1.824774
,1.824874
,1.824833
,1.825257
,1.825481
,1.825746
,1.825898
,1.825894
,1.825838
,1.826167
,1.825973
,1.826076
,1.825799
,1.825724
,1.825635
,1.825591
,1.825341
,1.825377
,1.825168
,1.824719
,1.825152
,1.8252
,1.824744
,1.824897
,1.824715
,1.824451
,1.825087
,1.82497
,1.824644
,1.824678
,1.824591
,1.82428
,1.824455
,1.824009
,1.82312
,1.823425
,1.823137
,1.822208
,1.822823
,1.822309
,1.821528
,1.822101
,1.821986
,1.820967
,1.821685
,1.821566
,1.820577
,1.821194
,1.821127
,1.82062
,1.821201
,1.821165
,1.820706
,1.821555
,1.821814
,1.82128
,1.821843
,1.821986
,1.822199
,1.82275
,1.822948
,1.82279
,1.823251
,1.823621
,1.823795
,1.824332
,1.824539
,1.824971
,1.825363
,1.826048
,1.826097
,1.826425
,1.826836
,1.827035
,1.827262
,1.827531
,1.827378
,1.827448
,1.827445
,1.827601
,1.827581
,1.827725
,1.827686
,1.827135
,1.826979
,1.826723
,1.826674
,1.826424
,1.82615
,1.825706
,1.825562
,1.824953
,1.824525
,1.824071
,1.823425
,1.823038
,1.822628
,1.822015
,1.821603
,1.821363
,1.820993
,1.820809
,1.820866
,1.820708
,1.820676
,1.821056
,1.82094
,1.821046
,1.821954
,1.821672
,1.821797
,1.822563
,1.822322
,1.822549
,1.823317
,1.823318
,1.823627
,1.824541
,1.824886
,1.824968
,1.826522
,1.826766
,1.827184
,1.829003
,1.82982
,1.830677
,1.832261
,1.833052
,1.833945
,1.835586
,1.836471
,1.837302
,1.838899
,1.839221
,1.839976
,1.840687
,1.840858
,1.841092
,1.841565
,1.841813
,1.842328
,1.843014
,1.843307
,1.843631
,1.844509
,1.844788
,1.845049
,1.846155
,1.846916
,1.847871
,1.849194
,1.850355
,1.851669
,1.853219
,1.854261
,1.85557
,1.856717
,1.857523
,1.858706
,1.859846
,1.860565
,1.861569
,1.862563
,1.863399
,1.864289
,1.865177
,1.866108
,1.866841
,1.867607
,1.868343
,1.869104
,1.869668
,1.870287
,1.870808
,1.871202
,1.872066
,1.873022
,1.873443
,1.873825
,1.873961
,1.873841
,1.874
,1.874132
,1.874226
,1.87427
,1.874314
,1.874382
,1.874521
,1.874668
,1.874806
,1.874998
,1.875385
,1.875723
,1.875977
,1.876189
,1.876411
,1.876556
,1.876728
,1.87688
,1.876944
,1.876855
,1.876638
,1.876548
,1.8765
,1.876234
,1.875863
,1.875582
,1.8751
,1.87473
,1.87426
,1.873899
,1.873401
,1.872834
,1.872244
,1.871599
,1.870892
,1.870184
,1.869632
,1.868934
,1.868237
,1.867667
,1.867031
,1.866292
,1.865737
,1.865035
,1.864319
,1.863673
,1.863042
,1.862231
,1.861661
,1.861046
,1.860332
,1.859712
,1.859014
,1.858292
,1.857609
,1.856795
,1.855868
,1.855128
,1.854386
,1.853638
,1.853055
,1.852388
,1.851465
,1.850886
,1.850407
,1.849828
,1.849303
,1.849003
,1.848648
,1.848521
,1.848403
,1.848304
,1.848763
,1.84955
,1.850409
,1.851457
,1.853061
,1.85488
,1.857238
,1.859661
,1.862067
,1.865472
,1.868219
,1.870743
,1.873844
,1.876146
,1.878006
,1.87966
,1.880662
,1.881444
,1.882373
,1.882801
,1.882934
,1.883036
,1.882337
,1.881965
,1.881969
,1.881789
,1.881248
,1.88166
,1.881212
,1.881191
,1.881869
,1.881898
,1.881904
,1.882141
,1.882004
,1.881899
,1.882042
,1.881949
,1.881988
,1.882418
,1.882507
,1.88267
,1.883247
,1.883418
,1.883498
,1.88407
,1.884273
,1.884268
,1.884903
,1.884942
,1.885393
,1.904161
,1.904352
,1.904721
,1.902919
,1.902784
,1.902727
,1.902665
,1.902688
,1.902666
,1.904551
,1.904817
,1.904826
,1.904452
,1.904685
,1.90484
,1.904956
,1.90497
,1.90516
,1.905783
,1.906059
,1.906318
,1.906762
,1.90672
,1.906778
,1.907074
,1.907316
,1.907398
,1.907915
,1.90802
,1.908109
,1.908568
,1.908664
,1.908828
,1.908824
,1.908761
,1.908772
,1.908913
,1.908827
,1.908938
,1.909096
,1.909149
,1.908911
,1.908878
,1.908726
,1.908465
,1.908139
,1.907642
,1.907332
,1.907103
,1.906772
,1.906456
,1.906173
,1.905678
,1.90506
,1.904348
,1.903509
,1.902667
,1.902022
,1.901083
,1.900486
,1.899873
,1.899274
,1.89872
,1.898158
,1.897884
,1.897519
,1.897439
,1.897382
,1.897522
,1.897949
,1.89801
,1.89829
,1.898578
,1.898826
,1.899053
,1.89921
,1.899282
,1.899431
,1.899308
,1.898957
,1.898626
,1.897986
,1.897339
,1.896572
,1.895521
,1.89369
,1.891886
,1.889645
,1.886348
,1.879974
,1.874353
,1.866886
,1.860207
,1.853194
,1.846078
,1.840459
,1.834147
,1.827255
,1.821995
,1.814435
,1.808371
,1.802607
,1.794948
,1.788243
,1.769461
,1.74926
,1.728333
,1.706443
,1.684146
,1.662075
,1.638556
,1.615083
,1.591673
,1.567284
,1.543592
,1.519775
,1.496898
,1.471336
,1.445059
,1.419299
,1.393705
,1.368199
,1.340171
,1.314098
,1.285813
,1.258426
,1.229806
,1.20055
,1.169284
,1.137783
,1.104914
,1.069894
,1.033105
,0.9993687
,0.9561712
,0.9121706
,0.8652392
,0.8177784
,0.7666108
,0.7135261
,0.6618629
,0.6051299
,0.5533726
,0.5052629
,0.4584039
,0.4196855
,0.3853264
,0.3631585
,0.3568653
,0.3660412
,0.3938064
,0.4351455
,0.4898138
,0.5531498
,0.6232365
,0.6212686
,0.6307725
,0.6399223
,0.6496568
,0.6589545
,0.6669711
,0.6757104
,0.6815444
,0.6881528
,0.6918015
,0.6964014
,0.6995819
,0.6991565
,0.6998847
,0.6525269
,0.6476597
,0.6407197
,0.6337491
,0.6248333
,0.6152315
,0.604178
,0.5930759
,0.5814014
,0.5716048
,0.5604028
,0.5492201
,0.5396504
,0.5299444
,0.5206375
,0.5132887
,0.5062556
,0.499561
,0.4947145
,0.4903234
,0.4863802
,0.4845679
,0.4826073
,0.4806765
,0.4810083
,0.4804516
,0.4798816
,0.4813204
,0.4813269
,0.4810257
,0.4823918
,0.4820102
,0.4809614
,0.4821878
,0.4835702
,0.571424
,0.5742157
,0.5741453
,0.5743089
,0.5718394
,0.5701072
,0.5675756
,0.5631779
,0.5605262
,0.5568053
,0.5510179
,0.5470143
,0.5419955
,0.5361649
,0.531679
,0.5270253
,0.5215482
,0.5178265
,0.5140962
,0.5100783
,0.5072975
,0.5042414
,0.5005318
,0.4972891
,0.4940466
,0.4903885
,0.4873765
,0.4843148
,0.4803509
,0.4769526
,0.4733022
,0.468892
,0.4642723
,0.4587084
,0.4528209
,0.446513
,0.4405045
,0.4337074
,0.4276333
,0.4212514
,0.4133928
,0.4056461
,0.3976708
,0.3900639
,0.3819298
,0.3739918
,0.3658942
,0.3577458
,0.349577
,0.341494
,0.3325925
,0.3247971
,0.3169379
,0.308604
,0.3001823
,0.2924517
,0.2843539
,0.2760711
,0.2690316
,0.2607841
,0.2533771
,0.246373
,0.2390217
,0.2313821
,0.2251453
,0.2183653
,0.2115003
,0.2059153
,0.2000032
,0.1938529
,0.188484
,0.1831082
,0.1777914
,0.1730551
,0.1689385
,0.1649324
,0.1616474
,0.1581345
,0.15597
,0.1531847
,0.1507156
,0.1478401
,0.1458645
,0.1440858
,0.1426986
,0.1412948
,0.141296
,0.1410667
,0.1412054
,0.141094
,0.1413748
,0.1413338
,0.1413136
,0.1413307
,0.1413484
,0.1413717
,0.1413995
,0.1413821
,0.1413907
,0.1414012
,0.1413936
,0.1414342
,0.1414472
,0.1414668
,0.1414795
,0.1414893
,0.1414843
,0.1415124
,0.1415112
,0.1414832
,0.1414605
,0.1414576
,0.1414718
,0.1414468
,0.1414361
,0.1414344
,0.1413856
,0.1413999
,0.141391
,0.1413838
,0.1413707
,0.1413815
,0.1413749
,0.1413723
,0.1413722
,0.1413571
,0.1413426
,0.1413419
,0.1413392
,0.1413548
,0.1413579
,0.1413478
,0.1413319
,0.141312
,0.1413063
,0.1413054
,0.1412995
,0.1413061
,0.1413052
,0.1413013
,0.1412993
,0.141299
,0.1413033
,0.1413123
,0.1413152
,0.1413298
,0.1413143
,0.1413148
,0.1413112
,0.1413107
,0.1413051
,0.1413044
,0.1413061
,0.1413106
,0.1413182
,0.1413182
,0.1413134
,0.1413135
,0.1413123
,0.141308
,0.1413078
,0.141309
,0.1413107
,0.1413147
,0.1413103
,0.1413091
,0.14131
,0.1413102
,0.141312
,0.1413156
,0.1413133
,0.1413145
,0.1413138
,0.1413115
,0.1413127
,0.1413142
,0.1413171
,0.1413161
,0.1413181
,0.1413189
,0.1413196
,0.1413203
,0.1413204
,0.1413281
,0.1413267
,0.1413354
,0.1413441
,0.1413511
,0.1413654
,0.1413409
,0.1413584
,0.1413587
,0.1413592
,0.1413738
,0.1413838
,0.1413929
,0.1414045
,0.1414183
,0.1414149
,0.1414526
,0.1414344
,0.1414522
,0.1414455
,0.1414406
,0.1414339
,0.1414112
,0.1413985
,0.1413873
,0.1413884
,0.1413957
,0.1413991
,0.1413976
,0.1413877
,0.1413828
,0.141376
,0.1413674
,0.1413681
,0.1413713
,0.1414006
,0.1414166
,0.1414739
,0.1414861
,0.1414698
,0.1414921
,0.1414732
,0.1414579
,0.1414845
,0.1415008
,0.1415277
,0.1415202
,0.1415381
,0.1415601
,0.1414771
,0.1415156
,0.1415156
,0.1415163
,0.1415055
,0.1414943
,0.1415125
,0.1415433
,0.1412948
,0.1335739
,0.1426838
,0.1416331
,0.1416054
,0.141566
,0.1415298
,0.1415506
,0.1415513
,0.1412948
,0.1339068
,0.1420717
,0.1414443
,0.1414152
,0.1414022
,0.141404
,0.1413608
,0.1413449
,0.1413404
,0.1413083
,0.1412949
,0.1412988
,0.1413027
,0.1413072
,0.1413009
,0.1413169
,0.1524799
,0.1412949
,0.1413647
,0.1413391
,0.1413792
,0.1414022
,0.1414274
,0.1414029
,0.1414782
,0.1414867
,0.1414697
,0.1415947
,0.1416669
,0.1417789
,0.1419699
,0.1422043
,0.1421299
,0.1430666
,0.1423432
,0.1424842
,0.1671591
,0.1981298
,0.2251673
,0.2641091
,0.3020331
,0.3389737
,0.3808543
,0.4234097
,0.4645251
,0.5014809
,0.5399383
,0.5790032
,0.6122412
,0.6486982
,0.6875668
,0.7226905
,0.7613798
,0.8017568
,0.8422178
,0.8832335
,0.9248221
,0.9685014
,1.011026
,1.054032
,1.09783
,1.140562
,1.183237
,1.225836
,1.267714
,1.310094
,1.351643
,1.364282
,1.351939
,1.339249
,1.325534
,1.31187
,1.296669
,1.28062
,1.263807
,1.246937
,1.22844
,1.212129
,1.193264
,1.175851
,1.15678
,1.138096
,1.119383
,1.100954
,1.083241
,1.065605
,1.049488
,1.033955
,1.019777
,1.007541
,0.9954914
,0.9858809
,0.9778535
,0.970728
,0.9651651
,0.9607621
,0.9576613
,0.9574254
,0.9587055
,0.9609742
,0.9635603
,0.9663869
,0.9710774
,0.9771108
,0.9834192
,0.9908532
,0.9990983
,1.008377
,1.017865
,1.028403
,1.038589
,1.049217
,1.06031
,1.070769
,1.080848
,1.090953
,1.098562
,1.107552
,1.113893
,1.121955
,1.12789
,1.133136
,1.137968
,1.140853
,1.144271
,1.148035
,1.14897
,1.151023
,1.152734
,1.154476
,1.155984
,1.156387
,1.15658
,1.157514
,1.158174
,1.158097
,1.158238
,1.157821
,1.156886
,1.156148
,1.154655
,1.153434
,1.151826
,1.14923
,1.144539
,1.141743
,1.139155
,1.136219
,1.133187
,1.130106
,1.127167
,1.123957
,1.120921
,1.117645
,1.114388
,1.110848
,1.107555
,1.09996
,1.096376
,1.092219
,1.088213
,1.084682
,1.080768
,1.07673
,1.072882
,1.069472
,1.065516
,1.061645
,1.057696
,1.053577
,1.049496
,1.045384
,1.041076
,1.036836
,1.032632
,1.027992
,1.023559
,1.019134
,1.009569
,1.004494
,0.9895624
,0.9783977
,0.9776368
,0.9715003
,0.9650941
,0.9591253
,0.9518363
,0.944701
,0.937728
,0.9302544
,0.922541
,0.9147779
,0.9062878
,0.8982966
,0.8899015
,0.8813143
,0.8724246
,0.8634741
,0.8545162
,0.8450134
,0.8352872
,0.8257907
,0.8054684
,0.794479
,0.7833809
,0.7507789
,0.7268873
,0.7031479
,0.6805253
,0.68058
,0.6695979
,0.6580682
,0.6469516
,0.6350875
,0.6253176
,0.6149685
,0.6046544
,0.5947842
,0.5846202
,0.5743988
,0.5644881
,0.554557
,0.5448706
,0.5266611
,0.5174037
,0.5085481
,0.4796889
,0.460739
,0.460505
,0.4513713
,0.4423076
,0.4331318
,0.4237665
,0.4148578
,0.405558
,0.3962928
,0.3873578
,0.3783986
,0.3690237
,0.360128
,0.3514098
,0.3425651
,0.3340799
,0.3256925
,0.3171963
,0.3100901
,0.3027888
,0.2952064
,0.2881333
,0.2813337
,0.2746057
,0.2682097
,0.2620921
,0.2567075
,0.2512781
,0.2460748
,0.2413378
,0.2365091
,0.2325194
,0.2289179
,0.2217986
,0.2187175
,0.2158231
,0.2092026
,0.2068036
,0.2056316
,0.2064708
,0.2090639
,0.2097529
,0.2102756
,0.210041
,0.2130204
,0.2111818
,0.2077158
,0.2091673
,0.2114282
,0.2128051
,0.2083569
,0.2079635
,0.2070692
,0.2070224
,0.2143424
,0.211317
,0.2126313
,0.213684
,0.2110727
,0.21334
,0.2160481
,0.2195657
,0.2210163
,0.2202826
,0.2208693
,0.2248803
,0.2293257
,0.2278831
,0.2320087
,0.2152897
,0.2115889
,0.2140389
,0.2172737
,0.2182256
,0.2253386
,0.2308291
,0.215326
,0.2132071
,0.2132365
,0.216512
,0.2182799
,0.2225157
,0.2184649
,0.2120973
,0.2118674
,0.2130319
,0.214421
,0.2182218
,0.2119613
,0.2132917
,0.2113068
,0.2111161
,0.2098046
,0.2102505
,0.2099434
,0.2098297
,0.2097644
,0.2097633
,0.2097627
,0.2097701
,0.2097775
,0.2097892
,0.2097729
,0.2097859
,0.2097918
,0.2097963
,0.2098012
,0.2098038
,0.209831
,0.2098289
,0.2098637
,0.2098543
,0.2098492
,0.2098652
,0.2098537
,0.2098583
,0.2098481
,0.2098523
,0.2098471
,0.2098499
,0.2098592
,0.2098739
,0.2098917
,0.2098897
,0.2098969
,0.2097528
,0.2074756
,0.210261
,0.2097529
,0.2065831
,0.2100571
,0.2098288
,0.20983
,0.2098393
,0.2098396
,0.2097529
,0.2098487
,0.2098394
,0.2043377
,0.2100033
,0.209804
,0.2097529
,0.2048622
,0.2099881
,0.2098119
,0.2097968
,0.2097858
,0.2097869
,0.2097729
,0.2097529
,0.2064965
,0.209805
,0.2097641
,0.2097531
,0.2097539
,0.2097562
,0.2097621
,0.2097572
,0.2097803
,0.2097722
,0.209803
,0.2097529
,0.2124237
,0.2097529
,0.2098361
,0.2143871
,0.2101236
,0.2097529
,0.2098801
,0.2099254
,0.209978
,0.2099797
,0.210089
,0.2100877
,0.2100522
,0.210038
,0.2100059
,0.2099809
,0.2099824
,0.2099752
,0.2099781
,0.2099695
,0.2099441
,0.2099561
,0.2099918
,0.2099965
,0.2099705
,0.2098844
,0.2098908
,0.2098398
,0.2098413
,0.2098374
,0.2098567
,0.2098501
,0.2098547
,0.2098534
,0.209856
,0.2098658
,0.2098677
,0.209856
,0.2098009
,0.2097934
,0.2097787
,0.2097749
,0.2097657
,0.209755
,0.2097533
,0.2097626
,0.2097548
,0.2097532
,0.2097576
,0.2097615
,0.2097605
,0.2097747
,0.2097848
,0.2098093
,0.2098437
,0.2098884
,0.2098847
,0.2099647
,0.2099791
,0.2099607
,0.210051
,0.2099903
,0.2100027
,0.2099837
,0.2100133
,0.2100327
,0.2101766
,0.210159
,0.2101928
,0.2106067
,0.2106454
,0.2111668
,0.2112013
,0.2118352
,0.2108181
,0.2224047
,0.2370769
,0.2566724
,0.2830391
,0.3141889
,0.3456423
,0.3765446
,0.4087804
,0.4417487
,0.4743702
,0.5092197
,0.5422611
,0.5764068
,0.612222
,0.6458861
,0.6823959
,0.717865
,0.7524437
,0.789295
,0.8255688
,0.8610896
,0.8989925
,0.9358436
,0.9726654
,1.009395
,1.046924
,1.083365
,1.120465
,1.15769
,1.194409
,1.231619
,1.269108
,1.305543
,1.342563
,1.378683
,1.415494
,1.452211
,1.48913
,1.52611
,1.56262
,1.600462
,1.637113
,1.673991
,1.699875
,1.693609
,1.686974
,1.680272
,1.672747
,1.66566
,1.658578
,1.650932
,1.644042
,1.636384
,1.629496
,1.622923
,1.613664
,1.59731
,1.581147
,1.564553
,1.547085
,1.531788
,1.514786
,1.49794
,1.481919
,1.466021
,1.450552
,1.436273
,1.421857
,1.407917
,1.395453
,1.382237
,1.369926
,1.358893
,1.347732
,1.337759
,1.326913
,1.317984
,1.308695
,1.300477
,1.292502
,1.284726
,1.278591
,1.271846
,1.266661
,1.26079
,1.256285
,1.251564
,1.247798
,1.245556
,1.241797
,1.238342
,1.235337
,1.23167
,1.228798
,1.226626
,1.22347
,1.221673
,1.220562
,1.219562
,1.219482
,1.219998
,1.221495
,1.2232
,1.22561
,1.228064
,1.231705
,1.235725
,1.23959
,1.244766
,1.249381
,1.254598
,1.259653
,1.265267
,1.270553
,1.275821
,1.281636
,1.287481
,1.293538
,1.299908
,1.306491
,1.313325
,1.319924
,1.326854
,1.333649
,1.340644
,1.347695
,1.35484
,1.362433
,1.368994
,1.375938
,1.3828
,1.389795
,1.396587
,1.403201
,1.409854
,1.415932
,1.422756
,1.428529
,1.434399
,1.440086
,1.445561
,1.450389
,1.455453
,1.459642
,1.463783
,1.467874
,1.471473
,1.474703
,1.477632
,1.480275
,1.482504
,1.48468
,1.486974
,1.488726
,1.490256
,1.491897
,1.493441
,1.494783
,1.496075
,1.497495
,1.499084
,1.500443
,1.50223
,1.503992
,1.506285
,1.508689
,1.511116
,1.513544
,1.516145
,1.51863
,1.521202
,1.523737
,1.526134
,1.528481
,1.530494
,1.532337
,1.533902
,1.535433
,1.536562
,1.537512
,1.537954
,1.538733
,1.538963
,1.539321
,1.539605
,1.53959
,1.539985
,1.540249
,1.540066
,1.540361
,1.540687
,1.541237
,1.541528
,1.541834
,1.541905
,1.543794
,1.54355
,1.543617
,1.544305
,1.545364
,1.546506
,1.54787
,1.549054
,1.55047
,1.552076
,1.55339
,1.554413
,1.555926
,1.557038
,1.557887
,1.559094
,1.560089
,1.560414
,1.558068
,1.554881
,1.551108
,1.547475
,1.543257
,1.539501
,1.535853
,1.531993
,1.528545
,1.525017
,1.52157
,1.518055
,1.514579
,1.511235
,1.508139
,1.505046
,1.502374
,1.499259
,1.496571
,1.494042
,1.491955
,1.489702
,1.487754
,1.487579
,1.487606
,1.487537
,1.487475
,1.48565
,1.48395
,1.48178
,1.479571
,1.477443
,1.475512
,1.473775
,1.472308
,1.471161
,1.470137
,1.469175
,1.468406
,1.467885
,1.467408
,1.467268
,1.467027
,1.466978
,1.467423
,1.467796
,1.468231
,1.468628
,1.468758
,1.469069
,1.46946
,1.469643
,1.469649
,1.469496
,1.469422
,1.469529
,1.469988
,1.47011
,1.470374
,1.470659
,1.470904
,1.471258
,1.471808
,1.472325
,1.472821
,1.473441
,1.473884
,1.474569
,1.475236
,1.475783
,1.476585
,1.477527
,1.478429
,1.479084
,1.480142
,1.481168
,1.482596
,1.484036
,1.485705
,1.488007
,1.490542
,1.4929
,1.495747
,1.498736
,1.501954
,1.505048
,1.508495
,1.511894
,1.515337
,1.518646
,1.522269
,1.525411
,1.528845
,1.532548
,1.535759
,1.539747
,1.543978
,1.547546
,1.550886
,1.554489
,1.55796
,1.561418
,1.564963
,1.568353
,1.572427
,1.5763
,1.580191
,1.584615
,1.589051
,1.593595
,1.598684
,1.603628
,1.608352
,1.614476
,1.61961
,1.625647
,1.63133
,1.636575
,1.642226
,1.647962
,1.653516
,1.659219
,1.664787
,1.670204
,1.675088
,1.679812
,1.684385
,1.688226
,1.692006
,1.69573
,1.698657
,1.700947
,1.703259
,1.704814
,1.705908
,1.706826
,1.706535
,1.7063
,1.706032
,1.704901
,1.703303
,1.701541
,1.699593
,1.697706
,1.695114
,1.692703
,1.689214
,1.686038
,1.683168
,1.679678
,1.676326
,1.672822
,1.669242
,1.665684
,1.662257
,1.658596
,1.654786
,1.651995
,1.648701
,1.645572
,1.643315
,1.640594
,1.637729
,1.635848
,1.633955
,1.631887
,1.631794
,1.631004
,1.63133
,1.633042
,1.636508
,1.639921
,1.643211
,1.646138
,1.651265
,1.655311
,1.659032
,1.662987
,1.666844
,1.673457
,1.676914
,1.680088
,1.684435
,1.686777
,1.687775
,1.688838
,1.689943
,1.689806
,1.689906
,1.689453
,1.689206
,1.688791
,1.68868
,1.688687
,1.688832
,1.688851
,1.688354
,1.687931
,1.68734
,1.686239
,1.685046
,1.683857
,1.681982
,1.680688
,1.677936
,1.675474
,1.672908
,1.670447
,1.667689
,1.664819
,1.66193
,1.659176
,1.654074
,1.651923
,1.649624
,1.643964
,1.641073
,1.641726
,1.640604
,1.638193
,1.637564
,1.637954
,1.637598
,1.637229
,1.636874
,1.636513
,1.636205
,1.63553
,1.635292
,1.64072
,1.641064
,1.641488
,1.641181
,1.641129
,1.641398
,1.642533
,1.64316
,1.64404
,1.646919
,1.649674
,1.650289
,1.652305
,1.654087
,1.656033
,1.658126
,1.660148
,1.662593
,1.664969
,1.667289
,1.669964
,1.672594
,1.677697
,1.680485
,1.682926
,1.685814
,1.688663
,1.691311
,1.693902
,1.696588
,1.699096
,1.701536
,1.704116
,1.706675
,1.708852
,1.711232
,1.713668
,1.711511
,1.708294
,1.705403
,1.702012
,1.698536
,1.695012
,1.691373
,1.685077
,1.682072
,1.679237
,1.67158
,1.669224
,1.67044
,1.669688
,1.668919
,1.66969
,1.670077
,1.671309
,1.671966
,1.673773
,1.675349
,1.677294
,1.679496
,1.682062
,1.687223
,1.69041
,1.6934
,1.696709
,1.69996
,1.703339
,1.707144
,1.710882
,1.715232
,1.719263
,1.723458
,1.727961
,1.732481
,1.737037
,1.692664
,1.639198
,1.585925
,1.530206
,1.473182
,1.4149
,1.354785
,1.292451
,1.229485
,1.163948
,1.097772
,1.031907
,0.9654118
,0.898517
,0.8315798
,0.7656409
,0.6995156
,0.6347484
,0.5713793
,0.5225404
,0.4656821
,0.4152133
,0.3739258
,0.3479167
,0.340897
,0.3532429
,0.3839284
,0.4281097
,0.4882453
,0.5576053
,0.6433287
,0.6684757
,0.7058312
,0.745568
,0.7872599
,0.8311911
,0.8770262
,0.9249603
,0.9746082
,1.025617
,1.078282
,1.132932
,1.188971
,1.246362
,1.306201
,1.366724
,1.428478
,1.491575
,1.555629
,1.55142
,1.547709
,1.543715
,1.539558
,1.536052
,1.532062
,1.528087
,1.524145
,1.519996
,1.516181
,1.512463
,1.508744
,1.504972
,1.501177
,1.497337
,1.493458
,1.489348
,1.485518
,1.481254
,1.477368
,1.472908
,1.468743
,1.464208
,1.459563
,1.454953
,1.449986
,1.445175
,1.43998
,1.434826
,1.429816
,1.424737
,1.419821
,1.414818
,1.409877
,1.405154
,1.40037
,1.395642
,1.391471
,1.38666
,1.381858
,1.377329
,1.372107
,1.366671
,1.361333
,1.355364
,1.349184
,1.342839
,1.336437
,1.329163
,1.322424
,1.315065
,1.307865
,1.300397
,1.292223
,1.284451
,1.27688
,1.268224
,1.260036
,1.251816
,1.243598
,1.235391
,1.227654
,1.219833
,1.212228
,1.205551
,1.198476
,1.191572
,1.185786
,1.179586
,1.17323
,1.168072
,1.162357
,1.156561
,1.151033
,1.145359
,1.139674
,1.133612
,1.127584
,1.121573
,1.115181
,1.108863
,1.102393
,1.095433
,1.088656
,1.081659
,1.075014
,1.068051
,1.061165
,1.054624
,1.047896
,1.0413
,1.035838
,1.0295
